410
0 4365.90040  4365.89903  4365.89600    -2.21000 24118.81700     1.79300     3.54786   674.17300     0.24900  4365.80547  4366.01653  4365.79164  4366.03220
0 4389.25120  4389.25011  4389.24500    -4.58300   415.93300     1.50800     2.27410   216.36400     0.24900  4389.13784  4389.35996  4389.12585  4389.37286
0 4423.84470  4423.84274  4423.84100    -1.61000 29469.02200     1.82700     3.33863   925.96100     0.27400  4423.74516  4423.94516  4423.73687  4423.97650
0 4432.57260  4432.57062  4432.56800    -1.60000 28819.95200     1.07000     1.43400  1027.60800     0.24500  4432.46753  4432.68228  4432.46200  4432.68965
0 4439.63710  4439.63551  4439.63400    -2.84000 24574.65300     1.39600     2.04243   679.24900     0.24700  4439.54678  4439.73019  4439.52281  4439.73572
0 4439.88600  4439.88432  4439.88200    -3.00200 18378.18500     1.74550     3.67773   437.17000     0.23900  4439.78277  4440.00950  4439.76342  4440.02517
0    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
0    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
0 4445.47600  4445.47402  4445.47100    -5.44100   704.00700     1.50200     2.25605   216.79000     0.24900  4445.38844  4445.56448  4445.38291  4445.57001
0 4447.13540  4447.13340  4447.13000    -2.59000 17726.98700     1.73200     3.01531   420.19800     0.24700  4447.03494  4447.24139  4447.02664  4447.24508
0 4484.22660  4484.22527  4484.22000    -0.72000 29056.32200     1.91200     3.76412  1393.54200     0.27500  4484.04964  4484.39388  4484.02476  4484.40356
0 4485.97080  4485.96885  4485.97000    -2.35000 29469.02200    -0.89350     3.27991     0.00000     0.00000  4485.88923  4486.05375  4485.87403  4486.06204
0 4489.74490  4489.74569  4489.73900    -3.96600   978.07400     0.00000     0.00000   217.41300     0.25000  4489.65919  4489.85273  4489.58315  4489.94121
0 4502.59310  4502.59184  4502.59100    -2.35000 28819.95200     0.59750     0.58381   990.07500     0.24100  4502.52121  4502.64840  4502.50739  4502.69540
0 4523.40750  4523.40053  4523.39900    -1.99000 29469.02200     1.75000     3.07695   844.35500     0.27700  4523.30520  4523.49874  4523.22225  4523.53192
0 4537.67230  4537.67140  4537.67100    -2.88000 26351.03800     1.02500     1.05352   759.75000     0.24800  4537.58244  4537.75525  4537.55617  4537.76631
0 4551.64990  4551.64923  4551.64800    -2.06000 31805.06900     0.88050     0.84566     0.00000     0.00000  4551.56695  4551.75497  4551.55727  4551.76465
0 4556.92750  4556.92582  4556.92400    -2.71000 26224.96700     1.19900     1.44685   745.79400     0.24700  4556.85423  4557.02427  4556.83626  4557.04363
0    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
0 4574.21910  4574.21806  4574.21600    -2.50000 25899.98700     0.83700     0.96590  1079.32200     0.23100  4574.10850  4574.35458  4574.08915  4574.36288
0 4574.72240  4574.72119  4574.71800    -2.97000 18378.18500     1.50350     2.26058   420.92700     0.25000  4574.60074  4574.78046  4574.57447  4575.01411
0 4587.13160  4587.13022  4587.12800    -1.78000 28819.95200     0.93400     0.87526   948.37300     0.23900  4587.06109  4587.22423  4586.84404  4587.31271
0 4593.52680  4593.52612  4593.52500    -2.06000 31805.06900     1.76600     3.34996     0.00000     0.00000  4593.40376  4593.66781  4593.35537  4593.68026
0 4596.41130  4596.41102  4596.41500    -2.32000 29469.02200     2.37600     6.23074   805.71900     0.28100  4596.29932  4596.47766  4596.25784  4596.52466
0    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
0 4602.00600  4602.00572  4602.00100    -3.15400 12968.55300    -0.35900     0.48183   319.05700     0.25000  4601.78342  4602.26176  4601.75853  4602.28388
